FECHA;Meteo_Madrid.Vel viento (m/s);Meteo_Madrid.Temperatura (ºC);Meteo_Madrid.Presión barométrica (mb);Meteo_Madrid.Precipitación (l/m2);M30.UsuariosCalle30 (veh);M30.vehxKmTotales;M30.vehxKmRamales;SO2 (µg/m 3);CO (mg/m3);NO (µg/m3);NO2 (µg/m 3);NOx (µg/m3);PM2.5 (µg/m3);PM10 (µg/m3);O3 (µg/m 3);TOL (µg/m3);BEN (µg/m3);EBE (µg/m3);TCH (mg/m3);CH4 (mg/m3);NMHC (mg/m3)
06/06/2019;2,065;17,95;939;0;1392883;8886442;2344704;9;0,2;5;22;30,5;7;16;76;1,25;0,2;0,2;1,52;1,35;0,06
07/06/2019;1,93;16,6;941,5;1,3;1419762;9152231;2423468;9;0,2;2,5;15,5;18,5;4;10;83;0,7;0,2;0,1;1,43;1,31;0,06
08/06/2019;1,645;20,2;945;0;1013738;6677042;1736667;9;0,2;2;16,5;19;7;16;87,5;0,75;0,2;0,1;1,45;1,34;0,07
09/06/2019;1,845;21;942,5;0;914376;6110898;1582882;8;0,2;2;13;16;8;17,5;82;0,65;0,1;0,1;1,47;1,34;0,06
10/06/2019;1,205;20,65;941,5;0;1343441;8703560;2278707;8;0,2;4;21;27,5;7;12;80;1,05;0,2;0,2;1,45;1,32;0,07
11/06/2019;1,76;17,9;940;0;1350889;8862870;2305583;9;0,2;2;15,5;20,5;5;10;76,5;0,9;0,15;0,1;1,46;1,31;0,06
12/06/2019;1,12;17,7;940;0;1461125;9314967;2457706;9;0,2;5;28;36;5;9;71,5;1,25;0,2;0,2;1,47;1,31;0,07
13/06/2019;1,585;20,85;936,5;0;1433353;9209221;2420603;9;0,2;4,5;27,5;34,5;9;23;81;1,9;0,2;0,2;1,46;1,34;0,07
14/06/2019;2,19;20;938,5;0;1412680;9132376;2385045;9;0,2;4;24;31;9;20;83,5;1,4;0,2;0,2;1,54;1,39;0,07
15/06/2019;1,23;19,3;944;0;1000552;6475903;1668505;8,5;0,2;2;18;21;6;12;90,5;0,75;0,2;0,1;1,48;1,34;0,07
16/06/2019;0,955;22,15;944;0;910032;6024681;1557417;9;0,2;4;32;39;8,5;16;76,5;1,3;0,3;0,2;1,5;1,36;0,1
17/06/2019;1,135;24,5;942,5;0;1348201;8698038;2277562;9,5;0,2;8,5;38;52;10,5;23;69,5;2,1;0,3;0,2;1,52;1,37;0,08
18/06/2019;1,89;24,95;941;0;1386666;8790488;2315647;8,5;0,2;4;28;33;9;19,5;77;1,9;0,2;0,2;1,5;1,33;0,17
19/06/2019;2,25;22,15;941,5;0;1373996;8784502;2300000;8,5;0,2;3;15;20,5;7;13;65;1,05;0,1;0,15;1,41;1,33;0,05
20/06/2019;1,405;22,9;940,5;0;1429666;9268909;2427300;9;0,2;5;26;33,5;8;15;59,5;1,2;0,2;0,2;1,46;1,34;0,13
21/06/2019;1,41;23,4;941,5;0;1385512;8841219;2306156;9;0,2;3;18;22;8;13;75,5;1,35;0,2;0,2;1,41;1,28;0,09
22/06/2019;1,37;24,05;942,5;0;992905;6489785;1660605;8,5;0,2;2;18,5;22;9;16;78,5;0,7;0,2;0,15;1,43;1,28;0,07
23/06/2019;1,005;26,4;940,5;0;906851;6034579;1541504;8,5;0,2;4,5;31,5;38;12;24;68,5;1,5;0,3;0,2;1,53;1,32;0,09
24/06/2019;1,405;26,2;940,5;0;1279139;8227260;2131079;8,5;0,2;3;26,5;30,5;10;28;70,5;1,45;0,2;0,2;1,47;1,3;0,06
25/06/2019;1,205;26,95;940,5;0;1381459;8758542;2282554;9;0,2;6,5;33;42,5;9;24;57,5;1,6;0,25;0,25;1,51;1,36;0,15
26/06/2019;1,735;28,9;942,5;0;1380885;8817555;2311602;9;0,2;3;25;29;17;40;70,5;1,6;0,25;0,25;1,45;1,31;0,05
27/06/2019;2,66;30,5;942;0;1457322;9254093;2427663;8,5;0,2;3;24;28;18;60;79,5;1,15;0,2;0,2;1,45;1,23;0,05
28/06/2019;1,82;31,7;944;0;1381589;8844016;2302903;9,5;0,2;3;29;33,5;11;31,5;84,5;1;0,2;0,15;1,47;1,28;0,07
29/06/2019;1,37;32,5;942;0;973488;6429085;1643462;9,5;0,2;2;26;29;12,5;29;93;1,2;0,2;0,2;1,52;1,32;0,09
30/06/2019;1,41;32,05;942;0;882851;5877804;1512687;9;0,2;2;22;26;14;30,5;92;0,95;0,25;0,15;1,51;1,36;0,07
01/07/2019;1,71;29,6;942;0;1346520;8815271;2284796;9;0,2;3,5;29,5;34;15;35;79,5;1,1;0,2;0,15;1,48;1,37;0,07
02/07/2019;1,28;28,1;941,5;0,4;1341195;8743924;2281004;9,5;0,2;3;27,5;31,5;13;28;95,5;1,05;0,2;0,1;1,47;1,39;0,06
03/07/2019;1,93;28,2;940,5;0;536961;3381132;785105;10;0,2;2;23,5;27;12;26;90,5;0,95;0,25;0,1;1,47;1,36;0,07
04/07/2019;2,01;28;941,5;0;1642634;10555451;2783013;10;0,2;2;19;22;12;32;95,5;0,85;0,15;0,1;1,395;1,355;0,045
05/07/2019;2,01;27,7;941,5;0;1260745;8157692;2117419;9,5;0,2;3;25;31;13;29;84,5;0,8;0,1;0,1;1,435;1,39;0,045
06/07/2019;1,47;27,5;941,5;0;900825;5834863;1503018;9;0,2;3;26;30,5;9;18;69;1,15;0,2;0,1;1,67;1,24;0,09
07/07/2019;1,04;27,6;940,5;0;840540;5528761;1436399;9,5;0,2;2;21,5;25;9;18;78,5;0,75;0,2;0,1;1,61;1,22;0,11
08/07/2019;1,59;24,8;938;0,8;1283096;8289774;2149890;9,5;0,2;4;22,5;29;9;23;78;0,95;0,2;0,1;1,57;1,31;0,06
09/07/2019;1,33;23,3;941,5;0;1302428;8514385;2220108;9;0,2;3;22,5;27,5;7,5;13,5;89;0,95;0,2;0,15;1,41;1,36;0,06
10/07/2019;1,23;25,05;943;0;1339820;8697446;2264808;9,5;0,2;2;25;29;8;16;90,5;0,95;0,2;0,15;1,41;1,34;0,07
11/07/2019;0,89;29,4;941;0;1367636;8704675;2269810;10;0,3;7;51,5;61,5;13;28;81,5;3,2;0,35;0,5;1,55;1,43;0,11
12/07/2019;0,83;31,2;942,5;0;1344570;8514025;2238113;11;0,45;16;66;91;19;44;71,5;3,75;0,5;0,45;1,59;1,44;0,15
13/07/2019;1,8;30,4;941,5;0,5;855508;5526510;1431292;10;0,25;4;35;41,5;18;46;74;2,6;0,35;0,2;1,54;1,42;0,1
14/07/2019;1,18;27,1;940,5;0;817843;5319357;1370542;9;0,2;1;12,5;15;10;21;84;0,45;0,15;0,1;1,41;1,35;0,04
15/07/2019;1,35;27,9;940,5;0;1011213;6386492;1815149;9;0,2;3;23;26,5;10;19;88;1,2;0,2;0,1;1,42;1,32;0,06
16/07/2019;1,22;29;941;0;1254121;8008106;2098836;9;0,2;3;26,5;30,5;11;24;87;1,15;0,2;0,15;1,43;1,35;0,07
17/07/2019;1,09;28,1;940,5;0;1305700;8389508;2198280;9,5;0,2;3,5;28,5;34;12;28;79;1,25;0,2;0,2;1,59;1,53;0,06
18/07/2019;1,17;28,9;941,5;0;1303561;8437013;2196021;8;0,2;2,5;25,5;28;14;28;98,5;1,2;0,25;0,15;1,415;1,36;0,06
19/07/2019;1,54;30;941,5;0;1270339;8193885;2134913;8,5;0,25;3;26;28,5;12;27;91,5;1;0,25;0,1;1,48;1,43;0,06
20/07/2019;1,38;30,8;941,5;0;808933;5222600;1351475;8;0,2;1,5;18;20;13;31;101;0,75;0,2;0,1;1,5;1,41;0,06
21/07/2019;1,42;31;945;0,4;758803;5021967;1293042;8;0,2;1;13,5;16;15;38;90;0,55;0,2;0,1;1,49;1,44;0,04
22/07/2019;1,77;30,75;946;0;1271333;8110491;2119099;8;0,2;3;24;27;12;34;80,5;0,7;0,2;0,1;1,48;1,39;0,05
23/07/2019;1,56;30,3;944;0,9;1303337;8318988;2176897;8;0,2;3;25;29;12;28;90;1,5;0,2;0,1;1,51;1,41;0,06
24/07/2019;1,47;30,4;943;0;1219311;7910080;2061474;8;0,2;4;32;37;14,5;28,5;86;1,3;0,3;0,2;1,54;1,46;0,08
25/07/2019;1,78;30,4;941;0;1299533;8394834;2192530;9;0,25;4,5;30;37;15,5;34,5;82;1,5;0,3;0,2;1,53;1,43;0,09
26/07/2019;2,185;27,25;941;0;1241824;8206445;2116637;8;0,2;3;21;24,5;8;18;66;2,1;0,2;0,1;1,5;1,4;0,07
27/07/2019;2,095;23,05;939;0;770921;5073837;1316401;8;0,2;2;10;13;5;13;69;0,8;0,1;0,1;1,46;1,37;0,05
28/07/2019;1,365;23,35;941;0;737193;4922576;1272727;8;0,2;2;11,5;14,5;5,5;9,5;66;0,4;0,1;0,1;1,47;1,39;0,04
29/07/2019;1,56;26,5;939;0;1243369;8044653;2084470;8;0,2;7;29;38;8;17;63;1,45;0,2;0,15;1,39;1,295;0,095
30/07/2019;1,17;25,2;943;0;1251322;8217943;2112495;7,5;0,2;2;22;25;7;14;84;1,2;0,2;0,15;1,34;1,245;0,09
31/07/2019;2,02;25,7;942;0,1;1240228;8143916;2146150;7,5;0,2;2;14;17;14;28;73;0,7;0,2;0,1;1,19;1,15;0,03
01/08/2019;1,71;27,5;940;0;1195821;7908807;2037550;8;0,2;2;17;20;12;18;75,5;0,9;0,2;0,1;1,19;1,15;0,03
02/08/2019;1,24;28,8;942;0;1132594;7449702;1930221;8;0,3;3;30;34;12;20;79,5;1,3;0,2;0,2;1,375;1,29;0,09
03/08/2019;1,37;29,25;942;0;691123;4731726;1208754;8;0,3;2;26;31;12;21;81;1,2;0,25;0,2;1,38;1,28;0,095
04/08/2019;1,43;29,6;942;0;640367;4353263;1112904;8;0,3;2;21;24;11;18;80,5;0,8;0,2;0,15;1,4;1,3;0,095
05/08/2019;1,33;29,45;942;0;1034651;6848874;1767156;8;0,3;7;31;42;11,5;19;65,5;2,1;0,25;0,2;1,425;1,325;0,105
06/08/2019;1,63;29,2;941;0;1050329;6822289;1770419;8;0,3;7;29;39;9;18;70;1,45;0,2;0,2;1,42;1,31;0,11
07/08/2019;1,57;25,6;941;0;1045628;6864184;1782992;8;0,2;2,5;18;21;6;15;53;1,1;0,1;0,2;1,32;1,275;0,05
08/08/2019;1,89;26,5;942;0;1062488;7045103;1816415;8;0,2;3;18,5;23;7;12,5;54;1,45;0,2;0,15;1,325;1,29;0,035
09/08/2019;2,65;26,3;943;0;1006076;6693999;1724312;8;0,1;3;10;14;5,5;13,5;30;0,75;0,1;0,1;1,14;1,13;0,01
10/08/2019;1,485;25,1;944;0;641985;4239416;1110504;7;0,2;2;12;14;6;11,5;65;0,6;0,1;0,1;1,365;1,3;0,065
11/08/2019;1,595;24,6;942,5;0;602383;4026616;1039279;7;0,2;1;13;15;7;14;79;0,7;0,1;0,15;1,38;1,285;0,1
12/08/2019;1,48;22,2;945;0;927667;6183676;1609146;7;0,2;2;13;16;5,5;10,5;75;1;0,1;0,1;1,33;1,235;0,095
13/08/2019;1,595;22,8;945,5;0;927987;6334498;1583449;7;0,2;2;13,5;16,5;6;13;76;0,8;0,1;0,1;1,325;1,255;0,075
14/08/2019;0,97;25,7;945,5;0;922757;6196999;1555410;8;0,3;4;27;31,5;8;17;76;1,7;0,25;0,2;1,38;1,285;0,09
15/08/2019;0,955;28,2;944,5;0;583890;3930939;988800;8;0,3;3;25;29;8;16;69;2,1;0,25;0,2;1,55;1,44;0,11
16/08/2019;1,395;28,7;944;0;749330;5060804;1263694;8;0,2;2;17;19;8;17,5;70,5;1,1;0,3;0,1;1,48;1,41;0,07
17/08/2019;1,41;29,8;942;0;558746;3754422;944953;8,5;0,3;3;29,5;33;9;17;62;2,3;0,25;0,25;1,59;1,46;0,13
18/08/2019;1,745;28,4;940,5;0;567877;3909775;976421;8;0,2;2;23;27;6;16;63;1,85;0,25;0,25;1,59;1,43;0,16
19/08/2019;1,355;27,3;941,5;0;901569;6232256;1555224;8;0,2;5,5;23;30;6;14;46,5;1,35;0,25;0,15;1,52;1,43;0,08
20/08/2019;1,96;24,8;944;0,15;940162;6449203;1606307;8;0,2;2;12;14;7;15;58,5;0,75;0,15;0,1;1,46;1,4;0,03
21/08/2019;1,45;24;946;4,65;1139317;7574688;1914013;8;0,2;1,5;14;16,5;9;18;67,5;1,1;0,2;0,1;1,46;1,41;0,03
22/08/2019;1;24,1;946,5;0;981360;6453117;1694138;8,5;0,3;7;31,5;41,5;10;13;58,5;2,05;0,35;0,4;1,52;1,42;0,1
23/08/2019;0,84;26,2;946;0;1003943;6535053;1705977;9;0,3;5;39,5;48,5;11;17;70;3,3;0,4;0,75;1,61;1,45;0,15
24/08/2019;0,835;27,1;945;0;661890;4309462;1128244;8,5;0,3;7;38,5;47,5;12;18;78,5;3,3;0,55;0,75;1,67;1,53;0,14
25/08/2019;1,53;27;943;0;655462;4440356;1138702;8,5;0,2;2;18;23;10;17;77;1,45;0,25;0,4;1,49;1,4;0,09
26/08/2019;1,515;22,2;942,5;31,6;1057242;6954591;1796867;8;0,2;2;19;22;13;19;63,5;1,15;0,2;0,25;1,46;1,41;0,04
27/08/2019;0,805;21,5;943;0,4;1109725;7252446;1900076;8;0,3;3;28;33,5;9;15;64;1,2;0,2;0,3;1,54;1,46;0,08
28/08/2019;0,71;24,8;943;0;1103275;7313891;1899564;8,5;0,3;8;50;67;14,5;20;61;3,3;0,4;0,6;1,68;1,56;0,12
29/08/2019;0,825;26,6;945;0;1154525;7483774;1957342;9;0,35;6,5;55;64,5;14;24;65,5;2,95;0,4;0,8;1,66;1,5;0,13
30/08/2019;1,07;26,3;945,5;2,1;1179711;7662277;1986266;8;0,25;4;35,5;42,5;11;19;76;2,25;0,3;0,45;1,59;1,47;0,11
31/08/2019;0,715;25,5;943,5;0;808788;5254510;1353382;8,5;0,3;7,5;47,5;61;11;16;61,5;2,95;0,45;0,5;1,71;1,51;0,2
01/09/2019;0,975;26,15;941;0;828499;5317777;1376121;8,5;0,3;9;44;56;13;20;58,5;2,3;0,4;0,45;1,64;1,52;0,12
02/09/2019;1,635;24,65;943,5;0;1252145;8214789;2128634;8;0,2;2;20,5;23,5;8;15;64,5;1,05;0,2;0,2;1,5;1,44;0,07
03/09/2019;1,095;26;945,5;0;1327822;8471722;2233964;8,5;0,25;4;29,5;35;10;18;66;1,55;0,3;0,35;1,54;1,42;0,12
04/09/2019;1,015;26,8;944,5;0;1332529;8589951;2251187;8,5;0,3;7;41;51,5;9;22;67,5;2,75;0,35;0,5;1,64;1,44;0,21
05/09/2019;2,475;22,1;945;0;1312521;8496017;2218255;7;0,2;2;11;14;4;11;68,5;0,8;0,25;0,3;1,51;1,39;0,12
06/09/2019;1,83;19,4;945,5;0;1326291;8781714;2276310;8;0,2;2;15;20;4;8,5;65;0,95;0,2;0,4;1,52;1,36;0,14
07/09/2019;1,64;21;944,5;0;927863;6153546;1569844;8;0,2;2;17;19,5;6;13;71;1,1;0,2;0,2;1,51;1,37;0,14
08/09/2019;1,2;22,9;943;0;858668;5709009;1449384;8;0,25;2;19,5;23;6;12;71,5;0,95;0,2;0,15;1,53;1,4;0,13
09/09/2019;1,56;23,4;942;0;1351755;8661488;2273763;8;0,3;9;31,5;44;7;15;53,5;2,05;0,3;0,25;1,56;1,39;0,17
10/09/2019;2,09;17,7;941,5;0;1371102;8822364;2298574;7;0,2;2,5;11,5;15,5;4;10;58,5;1,2;0,2;0,15;1,5;1,35;0,12
11/09/2019;2,54;19,6;946,5;0;1383152;8921270;2344369;7;0,2;2;12,5;15,5;5;11;76,5;1,5;0,15;0,15;1,5;1,37;0,11
12/09/2019;1,91;21,7;950;0;1356275;8880538;2323999;7,5;0,25;3,5;24,5;31,5;7;15;69;1,35;0,2;0,2;1,52;1,4;0,12
13/09/2019;1,57;19,2;950;3,55;1348069;8821801;2297842;6;0,2;2;25,5;29,5;7;14;58;1,3;0,25;0,2;1,53;1,43;0,1
14/09/2019;1,195;17,7;948;9,45;917364;5954146;1548068;6;0,2;2;21,5;24;7;12;55;0,9;0,2;0,2;1,5;1,43;0,07
15/09/2019;1,02;18,7;945,5;4,1;847108;5659455;1448918;6,5;0,2;2,5;22;25,5;11;16;40,5;1,1;0,2;0,2;1,53;1,46;0,07
16/09/2019;0,895;20,6;945,5;0,35;1304164;8606699;2245813;6;0,3;8;39;50,5;12;18;48,5;1,9;0,3;0,2;1,54;1,43;0,11
17/09/2019;0,995;22,1;943,5;0;1302693;8628952;2272983;7,5;0,3;11,5;40,5;58,5;11;19;56;3,2;0,4;0,7;1,5;1,365;0,14
18/09/2019;0,86;22,1;942,5;0;1107644;7131513;1857649;8;0,3;6,5;42,5;53;7;16;55,5;2,65;0,35;0,35;1,6;1,44;0,16
19/09/2019;0,905;23,25;942,5;0;1388373;9251502;2444839;6,5;0,3;9,5;43;58;10;20;55;2,8;0,35;0,4;1,65;1,48;0,17
20/09/2019;1,32;21,3;942,5;4,7;1651059;10506452;2786387;6,5;0,2;3;28;33;14;27,5;57;1,95;0,2;0,2;1,61;1,47;0,14
21/09/2019;0,83;18,6;940,5;1,55;980541;6413041;1675408;7;0,2;4;25;30,5;14;24;44;1,7;0,25;0,25;1,64;1,53;0,12
22/09/2019;1,505;19,1;941;2,2;882390;5865568;1554589;6,5;0,2;2;16;19;7;10;47;1;0,2;0,2;1,57;1,44;0,13
23/09/2019;0,8;18,5;945,5;0;1310939;8476697;2241304;7;0,35;17,5;44;72;7;15;32;2,85;0,4;0,4;1,71;1,5;0,17
24/09/2019;1,23;20,3;944,5;0;1401401;8919859;2352135;8;0,35;19;39;69;9;17;34,5;3,15;0,4;0,4;1,73;1,57;0,16
25/09/2019;0,985;20,3;943,5;0;1409480;9051073;2369135;7;0,3;6;30,5;38;6;12;53;2;0,25;0,25;1,55;1,4;0,14
26/09/2019;0,82;21,4;944,5;0;1443720;9193324;2430590;7,5;0,4;13;47;66,5;8;17;40;3,85;0,5;0,55;1,7;1,54;0,17
27/09/2019;0,81;22,2;944,5;0;1398405;9211886;2403850;8,5;0,45;19,5;57;91;10;20;37,5;5,15;0,55;0,6;1,72;1,55;0,17
28/09/2019;0,78;21,5;945,5;0;1049585;7011017;1799768;7,5;0,4;17;46,5;74,5;7;15;47;3,9;0,6;0,65;1,75;1,52;0,22
29/09/2019;0,88;21,4;944,5;0;950640;6331231;1631686;7,5;0,35;11;48;71;12;18;50;4;0,6;0,45;1,72;1,54;0,19
30/09/2019;0,855;21,8;943,5;0;1366285;8749561;2305311;7,5;0,4;20;59;90;10;18,5;35,5;3,15;0,45;0,55;1,76;1,53;0,23
01/10/2019;1,18;20,6;941;0;1394300;8919490;2362337;9;0,35;31;51;101;11,5;22,5;33,5;4,15;0,5;0,55;1,7;1,51;0,19
02/10/2019;1,24;19,1;943,5;0;1411155;9201629;2421794;7;0,25;4;24;29,5;5,5;11;61;1,2;0,2;0,2;1,55;1,4;0,14
03/10/2019;0,69;18,7;944,5;0;1422968;9140746;2414108;9;0,35;18;54;82,5;7;17,5;31,5;3,55;0,35;0,45;1,69;1,51;0,19
04/10/2019;0,83;20,2;943,5;0;1398153;9138731;2371904;8;0,4;16;60;87;10;21;33;5,4;0,45;0,5;1,78;1,54;0,24
05/10/2019;0,77;20,9;942,5;0;1066048;6986721;1801924;8;0,3;8;42,5;57;9;17;43,5;1,9;0,3;0,3;1,71;1,53;0,18
06/10/2019;0,72;21,2;944,5;0;947230;6447391;1638479;7,5;0,3;6;44;55;8;13,5;46,5;2,2;0,4;0,3;1,53;1,365;0,17
07/10/2019;0,57;21,4;944,5;0;1327783;8733069;2260917;9;0,5;28;64;109;11;19;22,5;7,2;0,6;0,9;1,6;1,405;0,195
08/10/2019;0,75;21,8;944,5;0;1360909;8924298;2314605;9;0,5;40,5;59,5;122;9;19;27,5;7,5;0,65;1,35;1,75;1,52;0,23
09/10/2019;0,865;22,3;942,5;0;1352913;8794539;2312118;9;0,35;22;55;88,5;10;23;33;5,9;0,5;0,6;1,71;1,53;0,19
10/10/2019;1,095;20,3;945,5;0;1353327;8925121;2333421;8,5;0,35;12;43;60;11;23;42;2,35;0,3;0,35;1,57;1,46;0,12
11/10/2019;0,705;21,3;945,5;0;1310018;8647167;2239878;8,5;0,4;16;54;79;14;28;29;4,55;0,4;0,45;1,78;1,61;0,14
12/10/2019;1,05;21,7;943;2,5;953726;6410838;1633782;7,5;0,3;4,5;26;33;9;22;41;2,05;0,2;0,2;1,61;1,47;0,13
13/10/2019;0,94;19,5;942;0,2;907769;6135916;1586876;8;0,3;8;31;46;10;21,5;40;1,4;0,25;0,2;1,61;1,5;0,12
14/10/2019;2,185;16,3;939,5;1,7;1331122;8728759;2274534;8;0,2;5;27;36;9;17;42;1,45;0,2;0,15;1,62;1,46;0,12
15/10/2019;1,415;12,4;945,5;0;1343087;8896568;2313629;7,5;0,25;6,5;26;37;3;6;48,5;0,9;0,2;0,25;1,56;1,38;0,09
